pageid,title,fullurl
90762,Deathwatch Vanguard Veteran,https://warhammer40k.fandom.com/wiki/Deathwatch_Vanguard_Veteran
90785,Deathwatch Redemptor Dreadnought,https://warhammer40k.fandom.com/wiki/Deathwatch_Redemptor_Dreadnought
91201,Dark magi,https://warhammer40k.fandom.com/wiki/Dark_magi
91305,Dawnbreaker,https://warhammer40k.fandom.com/wiki/Dawnbreaker
91307,Dawnbreakers,https://warhammer40k.fandom.com/wiki/Dawnbreakers
91308,Dawnbreaker Cohort,https://warhammer40k.fandom.com/wiki/Dawnbreaker_Cohort
91309,Dawnbreaker cohort,https://warhammer40k.fandom.com/wiki/Dawnbreaker_cohort
91627,Deacon,https://warhammer40k.fandom.com/wiki/Deacon
91628,Dean,https://warhammer40k.fandom.com/wiki/Dean
91854,Darkholder,https://warhammer40k.fandom.com/wiki/Darkholder
91855,Darkhold,https://warhammer40k.fandom.com/wiki/Darkhold
91929,Davinite,https://warhammer40k.fandom.com/wiki/Davinite
92810,Death Cults,https://warhammer40k.fandom.com/wiki/Death_Cults
92812,Death Cult assassin,https://warhammer40k.fandom.com/wiki/Death_Cult_assassin
93074,Darkwing,https://warhammer40k.fandom.com/wiki/Darkwing
93088,Death,https://warhammer40k.fandom.com/wiki/Death
93505,Dawn of War - Definitive Edition,https://warhammer40k.fandom.com/wiki/Dawn_of_War_-_Definitive_Edition
92,Demiurg,https://warhammer40k.fandom.com/wiki/Demiurg
1942,Demolisher Cannon,https://warhammer40k.fandom.com/wiki/Demolisher_Cannon
1968,Defence Laser,https://warhammer40k.fandom.com/wiki/Defence_Laser
2103,Deceiver,https://warhammer40k.fandom.com/wiki/Deceiver
2310,Defiler,https://warhammer40k.fandom.com/wiki/Defiler
2495,Dire Avengers,https://warhammer40k.fandom.com/wiki/Dire_Avengers
2626,Devilfish,https://warhammer40k.fandom.com/wiki/Devilfish
2646,Deliverance,https://warhammer40k.fandom.com/wiki/Deliverance
2656,Declates Crusade,https://warhammer40k.fandom.com/wiki/Declates_Crusade
2658,Departmento Munitorum,https://warhammer40k.fandom.com/wiki/Departmento_Munitorum
3330,Diamantine,https://warhammer40k.fandom.com/wiki/Diamantine
3359,Diresword,https://warhammer40k.fandom.com/wiki/Diresword
3425,Distortion Cannon,https://warhammer40k.fandom.com/wiki/Distortion_Cannon
3748,Disciples of Caliban,https://warhammer40k.fandom.com/wiki/Disciples_of_Caliban
3916,Demolition Charge,https://warhammer40k.fandom.com/wiki/Demolition_Charge
3937,Discs of Tzeentch,https://warhammer40k.fandom.com/wiki/Discs_of_Tzeentch
5836,Devastator Marine,https://warhammer40k.fandom.com/wiki/Devastator_Marine
6953,Deff Dread,https://warhammer40k.fandom.com/wiki/Deff_Dread
7447,Demons,https://warhammer40k.fandom.com/wiki/Demons
8910,Dies Irae,https://warhammer40k.fandom.com/wiki/Dies_Irae
8915,Dies Irae (disambiguation),https://warhammer40k.fandom.com/wiki/Dies_Irae_(disambiguation)
9109,Destroyers,https://warhammer40k.fandom.com/wiki/Destroyers
9430,Demiurg Attack Craft,https://warhammer40k.fandom.com/wiki/Demiurg_Attack_Craft
9465,Despoiler-class Battleship,https://warhammer40k.fandom.com/wiki/Despoiler-class_Battleship
9467,Demolition charge,https://warhammer40k.fandom.com/wiki/Demolition_charge
9508,Desolator-class Battleship,https://warhammer40k.fandom.com/wiki/Desolator-class_Battleship
9679,Defence Monitor,https://warhammer40k.fandom.com/wiki/Defence_Monitor
9760,Devastation-class Cruiser,https://warhammer40k.fandom.com/wiki/Devastation-class_Cruiser
10738,Devastator Squad,https://warhammer40k.fandom.com/wiki/Devastator_Squad
11352,Desert Lions,https://warhammer40k.fandom.com/wiki/Desert_Lions
11776,Developing World,https://warhammer40k.fandom.com/wiki/Developing_World
11777,Developing Worlds,https://warhammer40k.fandom.com/wiki/Developing_Worlds
11787,Desert World,https://warhammer40k.fandom.com/wiki/Desert_World
11788,Desert Worlds,https://warhammer40k.fandom.com/wiki/Desert_Worlds
11922,Disciples of Destruction,https://warhammer40k.fandom.com/wiki/Disciples_of_Destruction
12163,Desecrator-class Battleship,https://warhammer40k.fandom.com/wiki/Desecrator-class_Battleship
13233,Devilfish Transport,https://warhammer40k.fandom.com/wiki/Devilfish_Transport
13288,Demetrian Titus,https://warhammer40k.fandom.com/wiki/Demetrian_Titus
13860,Destroyer (Necron),https://warhammer40k.fandom.com/wiki/Destroyer_(Necron)
14037,Dhow,https://warhammer40k.fandom.com/wiki/Dhow
15106,Dilen Belfry,https://warhammer40k.fandom.com/wiki/Dilen_Belfry
15826,Disc of Tzeentch,https://warhammer40k.fandom.com/wiki/Disc_of_Tzeentch
16291,Destroyer Tank Hunter,https://warhammer40k.fandom.com/wiki/Destroyer_Tank_Hunter
16498,Dictators,https://warhammer40k.fandom.com/wiki/Dictators
17238,Deff Dreads,https://warhammer40k.fandom.com/wiki/Deff_Dreads
18533,Descent of Angels,https://warhammer40k.fandom.com/wiki/Descent_of_Angels
18550,Deliverance Lost,https://warhammer40k.fandom.com/wiki/Deliverance_Lost
19095,Dennar IV Suppression,https://warhammer40k.fandom.com/wiki/Dennar_IV_Suppression
19123,Defence of Hermetica,https://warhammer40k.fandom.com/wiki/Defence_of_Hermetica
19708,Deimos Predator,https://warhammer40k.fandom.com/wiki/Deimos_Predator
19822,Decimator,https://warhammer40k.fandom.com/wiki/Decimator
20692,Departmento Investigates,https://warhammer40k.fandom.com/wiki/Departmento_Investigates
21845,Divine Light of Sollex,https://warhammer40k.fandom.com/wiki/Divine_Light_of_Sollex
21960,Dolan Chirosius,https://warhammer40k.fandom.com/wiki/Dolan_Chirosius
23635,Diasporex,https://warhammer40k.fandom.com/wiki/Diasporex
24248,Dictator-class Cruiser,https://warhammer40k.fandom.com/wiki/Dictator-class_Cruiser
24689,Desolate Brotherhood,https://warhammer40k.fandom.com/wiki/Desolate_Brotherhood
25631,Dome of Crystal Seers,https://warhammer40k.fandom.com/wiki/Dome_of_Crystal_Seers
26117,Decree Passive,https://warhammer40k.fandom.com/wiki/Decree_Passive
26314,Devil Dog,https://warhammer40k.fandom.com/wiki/Devil_Dog
26890,Devourers,https://warhammer40k.fandom.com/wiki/Devourers
27126,Delphos,https://warhammer40k.fandom.com/wiki/Delphos
27876,Deathwing Knight,https://warhammer40k.fandom.com/wiki/Deathwing_Knight
27996,Deimos Rhino,https://warhammer40k.fandom.com/wiki/Deimos_Rhino
28037,Deimos Predator Executioner,https://warhammer40k.fandom.com/wiki/Deimos_Predator_Executioner
28041,Deimos Predator Annihilator,https://warhammer40k.fandom.com/wiki/Deimos_Predator_Annihilator
28045,Deimos Predator Infernus,https://warhammer40k.fandom.com/wiki/Deimos_Predator_Infernus
28916,Defence Turret,https://warhammer40k.fandom.com/wiki/Defence_Turret
29140,Dieprian Mountain Men,https://warhammer40k.fandom.com/wiki/Dieprian_Mountain_Men
29565,Decimator (Daemon Engine),https://warhammer40k.fandom.com/wiki/Decimator_(Daemon_Engine)
29570,Decimator Siege Claw,https://warhammer40k.fandom.com/wiki/Decimator_Siege_Claw
29993,Divisio Immoralis,https://warhammer40k.fandom.com/wiki/Divisio_Immoralis
30186,Destroyer Lord,https://warhammer40k.fandom.com/wiki/Destroyer_Lord
31147,Disciples of Thule,https://warhammer40k.fandom.com/wiki/Disciples_of_Thule
31293,Defiant-class Light Cruiser,https://warhammer40k.fandom.com/wiki/Defiant-class_Light_Cruiser
31642,Dirge Caster,https://warhammer40k.fandom.com/wiki/Dirge_Caster
31744,Disruption Field,https://warhammer40k.fandom.com/wiki/Disruption_Field
31839,Dispersion Shield,https://warhammer40k.fandom.com/wiki/Dispersion_Shield
33064,Deffkopta,https://warhammer40k.fandom.com/wiki/Deffkopta
34466,Dimensional Destabilisation Matrix,https://warhammer40k.fandom.com/wiki/Dimensional_Destabilisation_Matrix
36615,Deimos Predator Destructor,https://warhammer40k.fandom.com/wiki/Deimos_Predator_Destructor
37043,Dolmen Gate,https://warhammer40k.fandom.com/wiki/Dolmen_Gate
37092,Dirge-class Raider,https://warhammer40k.fandom.com/wiki/Dirge-class_Raider
37370,Deimos Whirlwind Scorpius,https://warhammer40k.fandom.com/wiki/Deimos_Whirlwind_Scorpius
38170,Devram Korda,https://warhammer40k.fandom.com/wiki/Devram_Korda
39686,Destroyer (Space Marine),https://warhammer40k.fandom.com/wiki/Destroyer_(Space_Marine)
41768,Devastator Centurion,https://warhammer40k.fandom.com/wiki/Devastator_Centurion
41928,Decoy Launchers,https://warhammer40k.fandom.com/wiki/Decoy_Launchers
41929,Disruption Pod,https://warhammer40k.fandom.com/wiki/Disruption_Pod
42126,Destroyer Hive,https://warhammer40k.fandom.com/wiki/Destroyer_Hive
42128,Destroyer Plague,https://warhammer40k.fandom.com/wiki/Destroyer_Plague
42275,Deflector Shield,https://warhammer40k.fandom.com/wiki/Deflector_Shield
43929,Devourer,https://warhammer40k.fandom.com/wiki/Devourer
44129,Deimos Vindicator,https://warhammer40k.fandom.com/wiki/Deimos_Vindicator
57568,Disciples of Blood,https://warhammer40k.fandom.com/wiki/Disciples_of_Blood
60180,Deredeo Pattern Dreadnought,https://warhammer40k.fandom.com/wiki/Deredeo_Pattern_Dreadnought
62224,Defender-class Starship,https://warhammer40k.fandom.com/wiki/Defender-class_Starship
64926,Diabolist,https://warhammer40k.fandom.com/wiki/Diabolist
66062,Discipline Master,https://warhammer40k.fandom.com/wiki/Discipline_Master
66841,Desoleum,https://warhammer40k.fandom.com/wiki/Desoleum
68696,Deliverer,https://warhammer40k.fandom.com/wiki/Deliverer
69089,Digital Weapons,https://warhammer40k.fandom.com/wiki/Digital_Weapons
69102,Digital Weapon,https://warhammer40k.fandom.com/wiki/Digital_Weapon
69676,Devastator Marines,https://warhammer40k.fandom.com/wiki/Devastator_Marines
71090,Digital Lasers,https://warhammer40k.fandom.com/wiki/Digital_Lasers
71873,Diablodon,https://warhammer40k.fandom.com/wiki/Diablodon
72193,Distant Echoes of Old Night (Short Story),https://warhammer40k.fandom.com/wiki/Distant_Echoes_of_Old_Night_(Short_Story)
72496,Deimos Vindicator Laser Destroyer,https://warhammer40k.fandom.com/wiki/Deimos_Vindicator_Laser_Destroyer
74086,Deimos Whirlwind,https://warhammer40k.fandom.com/wiki/Deimos_Whirlwind
74121,Deimos Pattern Damocles Command Rhino,https://warhammer40k.fandom.com/wiki/Deimos_Pattern_Damocles_Command_Rhino
74968,Displacer Field,https://warhammer40k.fandom.com/wiki/Displacer_Field
75317,Destroyer Missile,https://warhammer40k.fandom.com/wiki/Destroyer_Missile
75410,Desecration of Gerstahl,https://warhammer40k.fandom.com/wiki/Desecration_of_Gerstahl
75669,Defence of Fio'vash,https://warhammer40k.fandom.com/wiki/Defence_of_Fio%27vash
75750,Dhonovar Heavy Armour,https://warhammer40k.fandom.com/wiki/Dhonovar_Heavy_Armour
75880,Decimus Androdinus Felix,https://warhammer40k.fandom.com/wiki/Decimus_Androdinus_Felix
76943,Disciples of the Flames,https://warhammer40k.fandom.com/wiki/Disciples_of_the_Flames
76963,Deimos,https://warhammer40k.fandom.com/wiki/Deimos
77123,Diamat,https://warhammer40k.fandom.com/wiki/Diamat
77363,Dolorous Gnaw,https://warhammer40k.fandom.com/wiki/Dolorous_Gnaw
78474,Deeds Endured (Anthology Short Story),https://warhammer40k.fandom.com/wiki/Deeds_Endured_(Anthology_Short_Story)
78605,Demonic,https://warhammer40k.fandom.com/wiki/Demonic
79125,Diocletian Coros,https://warhammer40k.fandom.com/wiki/Diocletian_Coros
79641,Devastation Drone,https://warhammer40k.fandom.com/wiki/Devastation_Drone
80195,Dire Avenger,https://warhammer40k.fandom.com/wiki/Dire_Avenger
80366,Devastation of Baal,https://warhammer40k.fandom.com/wiki/Devastation_of_Baal
81197,Diagnostor,https://warhammer40k.fandom.com/wiki/Diagnostor
81326,Divisio Astra Telepathica,https://warhammer40k.fandom.com/wiki/Divisio_Astra_Telepathica
82330,Delverworld,https://warhammer40k.fandom.com/wiki/Delverworld
82368,Dinorwyc Cluster,https://warhammer40k.fandom.com/wiki/Dinorwyc_Cluster
82603,Dirtcycle,https://warhammer40k.fandom.com/wiki/Dirtcycle
83095,Divider,https://warhammer40k.fandom.com/wiki/Divider
83602,Desolators,https://warhammer40k.fandom.com/wiki/Desolators
84030,Demetrius Katafalque,https://warhammer40k.fandom.com/wiki/Demetrius_Katafalque
84381,Diolus Akrodius,https://warhammer40k.fandom.com/wiki/Diolus_Akrodius
84546,Destroyer Blades,https://warhammer40k.fandom.com/wiki/Destroyer_Blades
84673,Derian Arkelius,https://warhammer40k.fandom.com/wiki/Derian_Arkelius
84685,Delvarus,https://warhammer40k.fandom.com/wiki/Delvarus
84733,Decavane Crystals,https://warhammer40k.fandom.com/wiki/Decavane_Crystals
84736,Dirkwald,https://warhammer40k.fandom.com/wiki/Dirkwald
85210,Derleth Lexicon,https://warhammer40k.fandom.com/wiki/Derleth_Lexicon
85263,Dirk of Alphos,https://warhammer40k.fandom.com/wiki/Dirk_of_Alphos
85417,Diaz Lan,https://warhammer40k.fandom.com/wiki/Diaz_Lan
85418,Diaz Lian,https://warhammer40k.fandom.com/wiki/Diaz_Lian
85890,Domina Liber Daemonicum,https://warhammer40k.fandom.com/wiki/Domina_Liber_Daemonicum
86273,Devourer Cruiser,https://warhammer40k.fandom.com/wiki/Devourer_Cruiser
86849,Dias of Dominion,https://warhammer40k.fandom.com/wiki/Dias_of_Dominion
87630,Distortion Scythe,https://warhammer40k.fandom.com/wiki/Distortion_Scythe
87904,Decimus Felix,https://warhammer40k.fandom.com/wiki/Decimus_Felix
88135,Desolator Chainsword,https://warhammer40k.fandom.com/wiki/Desolator_Chainsword
88262,Divisio Militaris,https://warhammer40k.fandom.com/wiki/Divisio_Militaris
88462,Dire Wolf-class Titan,https://warhammer40k.fandom.com/wiki/Dire_Wolf-class_Titan
88566,Deathwolf,https://warhammer40k.fandom.com/wiki/Deathwolf
88889,Denny Flowers,https://warhammer40k.fandom.com/wiki/Denny_Flowers
89205,Deathwing Companion Detachment,https://warhammer40k.fandom.com/wiki/Deathwing_Companion_Detachment
89280,Devastator,https://warhammer40k.fandom.com/wiki/Devastator
89291,Diabolus Heavy Stubber,https://warhammer40k.fandom.com/wiki/Diabolus_Heavy_Stubber
89379,Disciples of Be'lakor,https://warhammer40k.fandom.com/wiki/Disciples_of_Be%27lakor
89461,Discordant,https://warhammer40k.fandom.com/wiki/Discordant
89578,Delvegard,https://warhammer40k.fandom.com/wiki/Delvegard
89579,Demmâk's Haven,https://warhammer40k.fandom.com/wiki/Demm%C3%A2k%27s_Haven
89584,Demmak's Haven,https://warhammer40k.fandom.com/wiki/Demmak%27s_Haven
89802,Detective,https://warhammer40k.fandom.com/wiki/Detective
89844,Deeprock Kindred,https://warhammer40k.fandom.com/wiki/Deeprock_Kindred
90046,Desolation Squad,https://warhammer40k.fandom.com/wiki/Desolation_Squad
90047,Desolation Marine,https://warhammer40k.fandom.com/wiki/Desolation_Marine
90048,Desolation Marines,https://warhammer40k.fandom.com/wiki/Desolation_Marines
90222,Dissolutor Cannon,https://warhammer40k.fandom.com/wiki/Dissolutor_Cannon
90473,Deathwing Terminator Squad,https://warhammer40k.fandom.com/wiki/Deathwing_Terminator_Squad
90474,Deathwing Command Squad,https://warhammer40k.fandom.com/wiki/Deathwing_Command_Squad
90482,Deathwing Terminator Squads,https://warhammer40k.fandom.com/wiki/Deathwing_Terminator_Squads
90509,Destroyer,https://warhammer40k.fandom.com/wiki/Destroyer
90539,Deathwing Companions,https://warhammer40k.fandom.com/wiki/Deathwing_Companions
90540,Deathwing Companion,https://warhammer40k.fandom.com/wiki/Deathwing_Companion
90549,Derelict World,https://warhammer40k.fandom.com/wiki/Derelict_World
90550,Derelict Worlds,https://warhammer40k.fandom.com/wiki/Derelict_Worlds
90827,Disruption field,https://warhammer40k.fandom.com/wiki/Disruption_field
91177,Dolorous Guard,https://warhammer40k.fandom.com/wiki/Dolorous_Guard
91200,Deus Mechanicus,https://warhammer40k.fandom.com/wiki/Deus_Mechanicus
91329,Dolorium,https://warhammer40k.fandom.com/wiki/Dolorium
91330,Dolorium Vaults,https://warhammer40k.fandom.com/wiki/Dolorium_Vaults
91658,Diviner,https://warhammer40k.fandom.com/wiki/Diviner
91994,Devourer Dropship,https://warhammer40k.fandom.com/wiki/Devourer_Dropship
92020,Dictatus-class Battleship,https://warhammer40k.fandom.com/wiki/Dictatus-class_Battleship
92435,Digestive Pools,https://warhammer40k.fandom.com/wiki/Digestive_Pools
92436,Digestive pool,https://warhammer40k.fandom.com/wiki/Digestive_pool
92437,Digestive Pool,https://warhammer40k.fandom.com/wiki/Digestive_Pool
92438,Digestive pools,https://warhammer40k.fandom.com/wiki/Digestive_pools
92453,Defense laser,https://warhammer40k.fandom.com/wiki/Defense_laser
92454,Defence laser,https://warhammer40k.fandom.com/wiki/Defence_laser
92455,Defence lasers,https://warhammer40k.fandom.com/wiki/Defence_lasers
92735,Defence of Recidious,https://warhammer40k.fandom.com/wiki/Defence_of_Recidious
92750,Departmento Medicae,https://warhammer40k.fandom.com/wiki/Departmento_Medicae
93176,Desecrator,https://warhammer40k.fandom.com/wiki/Desecrator
93177,Debaser,https://warhammer40k.fandom.com/wiki/Debaser
93178,Deceiver (Defiler),https://warhammer40k.fandom.com/wiki/Deceiver_(Defiler)
93339,Disharmonist,https://warhammer40k.fandom.com/wiki/Disharmonist
93349,Deathwing Knight Master,https://warhammer40k.fandom.com/wiki/Deathwing_Knight_Master
93507,Deathwolves,https://warhammer40k.fandom.com/wiki/Deathwolves
93794,Dolmen Gates,https://warhammer40k.fandom.com/wiki/Dolmen_Gates
162,Eastern Fringe,https://warhammer40k.fandom.com/wiki/Eastern_Fringe
167,Drukhari,https://warhammer40k.fandom.com/wiki/Drukhari
203,Earth,https://warhammer40k.fandom.com/wiki/Earth
246,Ecclesiarchy,https://warhammer40k.fandom.com/wiki/Ecclesiarchy
1941,Earthshaker Cannon,https://warhammer40k.fandom.com/wiki/Earthshaker_Cannon
1978,Earth Caste,https://warhammer40k.fandom.com/wiki/Earth_Caste
2189,Dreadnought,https://warhammer40k.fandom.com/wiki/Dreadnought
2349,Eisenstein,https://warhammer40k.fandom.com/wiki/Eisenstein
2507,Dusk Raiders,https://warhammer40k.fandom.com/wiki/Dusk_Raiders
2863,Dreah,https://warhammer40k.fandom.com/wiki/Dreah
2865,Drusus Shrine World,https://warhammer40k.fandom.com/wiki/Drusus_Shrine_World
3454,Drop Site Massacre,https://warhammer40k.fandom.com/wiki/Drop_Site_Massacre
3664,Doom Eagles,https://warhammer40k.fandom.com/wiki/Doom_Eagles
3667,Eagle Warriors,https://warhammer40k.fandom.com/wiki/Eagle_Warriors
3857,Doom Warriors,https://warhammer40k.fandom.com/wiki/Doom_Warriors
3909,Doom Legion,https://warhammer40k.fandom.com/wiki/Doom_Legion
3918,Donian Crusade,https://warhammer40k.fandom.com/wiki/Donian_Crusade
4260,Drop Pod,https://warhammer40k.fandom.com/wiki/Drop_Pod
6196,Dominatrix,https://warhammer40k.fandom.com/wiki/Dominatrix
6497,Dusk raiders,https://warhammer40k.fandom.com/wiki/Dusk_raiders
8627,Dragon Warriors,https://warhammer40k.fandom.com/wiki/Dragon_Warriors
8802,Eisenhorn,https://warhammer40k.fandom.com/wiki/Eisenhorn
9344,"Dreadnought (Warhammer 40,000)","https://warhammer40k.fandom.com/wiki/Dreadnought_(Warhammer_40,000)"
9667,Eclipse-class Cruiser,https://warhammer40k.fandom.com/wiki/Eclipse-class_Cruiser
12314,Eastern Fringes,https://warhammer40k.fandom.com/wiki/Eastern_Fringes
13038,Eagle Pilots,https://warhammer40k.fandom.com/wiki/Eagle_Pilots
13739,Doombreed,https://warhammer40k.fandom.com/wiki/Doombreed
15798,Dornsblade,https://warhammer40k.fandom.com/wiki/Dornsblade
15883,Edict of Obliteration,https://warhammer40k.fandom.com/wiki/Edict_of_Obliteration
16041,"Dreadnought, Contemptor Pattern","https://warhammer40k.fandom.com/wiki/Dreadnought,_Contemptor_Pattern"
16132,Ekodas,https://warhammer40k.fandom.com/wiki/Ekodas
16575,Dragon Lords,https://warhammer40k.fandom.com/wiki/Dragon_Lords
16838,Dominus,https://warhammer40k.fandom.com/wiki/Dominus
16839,Dominus Armoured Siege Bombard,https://warhammer40k.fandom.com/wiki/Dominus_Armoured_Siege_Bombard
16984,Doomhammer,https://warhammer40k.fandom.com/wiki/Doomhammer
17228,Drop Pods,https://warhammer40k.fandom.com/wiki/Drop_Pods
17678,Elam Courbray,https://warhammer40k.fandom.com/wiki/Elam_Courbray
18153,Dreadknight,https://warhammer40k.fandom.com/wiki/Dreadknight
19608,Eidolon,https://warhammer40k.fandom.com/wiki/Eidolon
21525,Dorn's Darkness,https://warhammer40k.fandom.com/wiki/Dorn%27s_Darkness
21941,Drill Abbot,https://warhammer40k.fandom.com/wiki/Drill_Abbot
21942,Drill Abbott,https://warhammer40k.fandom.com/wiki/Drill_Abbott
21995,Drone Sentry Turret,https://warhammer40k.fandom.com/wiki/Drone_Sentry_Turret
23316,Drazhar,https://warhammer40k.fandom.com/wiki/Drazhar
24828,Ebon Knights,https://warhammer40k.fandom.com/wiki/Ebon_Knights
25475,Durak Rask,https://warhammer40k.fandom.com/wiki/Durak_Rask
25659,Doomrider,https://warhammer40k.fandom.com/wiki/Doomrider
26104,Eagle Pilot,https://warhammer40k.fandom.com/wiki/Eagle_Pilot
26167,Ecclesiarch,https://warhammer40k.fandom.com/wiki/Ecclesiarch
27260,Effrit Stealth Squad,https://warhammer40k.fandom.com/wiki/Effrit_Stealth_Squad
27270,Effrit Stealth Squad (Alpha Legion),https://warhammer40k.fandom.com/wiki/Effrit_Stealth_Squad_(Alpha_Legion)
29136,Drookian Fenguard,https://warhammer40k.fandom.com/wiki/Drookian_Fenguard
29645,Drazak,https://warhammer40k.fandom.com/wiki/Drazak
29881,Earth Caste Builder Drone,https://warhammer40k.fandom.com/wiki/Earth_Caste_Builder_Drone
29933,Doomfire Bomber,https://warhammer40k.fandom.com/wiki/Doomfire_Bomber
29936,Doomfire,https://warhammer40k.fandom.com/wiki/Doomfire
30378,Ectoplasma Cannon,https://warhammer40k.fandom.com/wiki/Ectoplasma_Cannon
30978,Doomsday Ark,https://warhammer40k.fandom.com/wiki/Doomsday_Ark
30984,Doom Blaster,https://warhammer40k.fandom.com/wiki/Doom_Blaster
31014,Doom Mortar,https://warhammer40k.fandom.com/wiki/Doom_Mortar
31043,Doom Scythe,https://warhammer40k.fandom.com/wiki/Doom_Scythe
31061,Eidolon (Planet),https://warhammer40k.fandom.com/wiki/Eidolon_(Planet)
31209,Doom Wing,https://warhammer40k.fandom.com/wiki/Doom_Wing
31291,Dominator-class Cruiser,https://warhammer40k.fandom.com/wiki/Dominator-class_Cruiser
31574,Doomsday Monolith,https://warhammer40k.fandom.com/wiki/Doomsday_Monolith
31640,Doom Siren,https://warhammer40k.fandom.com/wiki/Doom_Siren
32032,Doomsday Cannon,https://warhammer40k.fandom.com/wiki/Doomsday_Cannon
37046,Drizyan,https://warhammer40k.fandom.com/wiki/Drizyan
38720,Drach'nyen,https://warhammer40k.fandom.com/wiki/Drach%27nyen
41602,EMP Blaster,https://warhammer40k.fandom.com/wiki/EMP_Blaster
41661,Drone Controller,https://warhammer40k.fandom.com/wiki/Drone_Controller
41662,Early Warning Override,https://warhammer40k.fandom.com/wiki/Early_Warning_Override
41899,Ejection System,https://warhammer40k.fandom.com/wiki/Ejection_System
41921,EMP Grenade,https://warhammer40k.fandom.com/wiki/EMP_Grenade
42019,Earth Caste Pilot Array,https://warhammer40k.fandom.com/wiki/Earth_Caste_Pilot_Array
44555,Dropsite Massacre,https://warhammer40k.fandom.com/wiki/Dropsite_Massacre
53564,Egil Iron Wolf,https://warhammer40k.fandom.com/wiki/Egil_Iron_Wolf
57535,Drone Harbinger,https://warhammer40k.fandom.com/wiki/Drone_Harbinger
57582,Drukhari Wargear,https://warhammer40k.fandom.com/wiki/Drukhari_Wargear
58979,Donatos Aphael,https://warhammer40k.fandom.com/wiki/Donatos_Aphael
64403,Dracosan,https://warhammer40k.fandom.com/wiki/Dracosan
64477,Dracosan Armoured Carrier,https://warhammer40k.fandom.com/wiki/Dracosan_Armoured_Carrier
66739,Eighth Founding,https://warhammer40k.fandom.com/wiki/Eighth_Founding
70115,Eisenhorn (Series),https://warhammer40k.fandom.com/wiki/Eisenhorn_(Series)
70663,Doom of Malan'tai,https://warhammer40k.fandom.com/wiki/Doom_of_Malan%27tai
70664,Doom of Malan'Tai,https://warhammer40k.fandom.com/wiki/Doom_of_Malan%27Tai
71272,Edict of Nikaea,https://warhammer40k.fandom.com/wiki/Edict_of_Nikaea
71488,"Eightscarred, The","https://warhammer40k.fandom.com/wiki/Eightscarred,_The"
71858,Doom Griffons,https://warhammer40k.fandom.com/wiki/Doom_Griffons
73594,Doomsayers,https://warhammer40k.fandom.com/wiki/Doomsayers
73969,Eclipse Missile,https://warhammer40k.fandom.com/wiki/Eclipse_Missile
73980,Echo of the First Murder,https://warhammer40k.fandom.com/wiki/Echo_of_the_First_Murder
74005,Dreadclaw,https://warhammer40k.fandom.com/wiki/Dreadclaw
74048,Dreadnought Drop Pod,https://warhammer40k.fandom.com/wiki/Dreadnought_Drop_Pod
74384,Dozer Blade,https://warhammer40k.fandom.com/wiki/Dozer_Blade
74825,Dreadnought Close Combat Weapon,https://warhammer40k.fandom.com/wiki/Dreadnought_Close_Combat_Weapon
74826,Dreadnought Close-Combat Weapon,https://warhammer40k.fandom.com/wiki/Dreadnought_Close-Combat_Weapon
75316,Drone,https://warhammer40k.fandom.com/wiki/Drone
75446,Ehrlen,https://warhammer40k.fandom.com/wiki/Ehrlen
75746,Eagles Iridescent,https://warhammer40k.fandom.com/wiki/Eagles_Iridescent
76829,Drenthal,https://warhammer40k.fandom.com/wiki/Drenthal
76907,Domitar-class Battle-Automata,https://warhammer40k.fandom.com/wiki/Domitar-class_Battle-Automata
77015,Drakken-Asca,https://warhammer40k.fandom.com/wiki/Drakken-Asca
77048,Ebon Drake,https://warhammer40k.fandom.com/wiki/Ebon_Drake
78140,Duty Waits (Short Story),https://warhammer40k.fandom.com/wiki/Duty_Waits_(Short_Story)
78309,Dreams of Unity (Short Story),https://warhammer40k.fandom.com/wiki/Dreams_of_Unity_(Short_Story)
78363,Echoes of Ruin (Audio Anthology),https://warhammer40k.fandom.com/wiki/Echoes_of_Ruin_(Audio_Anthology)
78364,Echoes of Imperium (Audio Anthology),https://warhammer40k.fandom.com/wiki/Echoes_of_Imperium_(Audio_Anthology)
78365,Echoes of Revelation (Audio Anthology),https://warhammer40k.fandom.com/wiki/Echoes_of_Revelation_(Audio_Anthology)
78532,Echoes of the Long War (Novel),https://warhammer40k.fandom.com/wiki/Echoes_of_the_Long_War_(Novel)
78597,Ecclessiarchy,https://warhammer40k.fandom.com/wiki/Ecclessiarchy
78646,Dulma'lin,https://warhammer40k.fandom.com/wiki/Dulma%27lin
78647,Dulma'lin Cleansing,https://warhammer40k.fandom.com/wiki/Dulma%27lin_Cleansing
78700,Dreadnought Praesidium Shield,https://warhammer40k.fandom.com/wiki/Dreadnought_Praesidium_Shield
78751,Doom Court,https://warhammer40k.fandom.com/wiki/Doom_Court
78971,Dread Host,https://warhammer40k.fandom.com/wiki/Dread_Host
79011,Doomscryer,https://warhammer40k.fandom.com/wiki/Doomscryer
79343,Doomglaive Dreadnought,https://warhammer40k.fandom.com/wiki/Doomglaive_Dreadnought
79429,Edicts of Nikaea,https://warhammer40k.fandom.com/wiki/Edicts_of_Nikaea
79930,Double Eagle (Novel),https://warhammer40k.fandom.com/wiki/Double_Eagle_(Novel)
